Peak_Coordinates	BCL11A	CTCF	CTCFL	DNMT1	ETS2	GTF2I	GTF3A	IRF2	KLF1	KLF10	KLF11	KLF13	KLF15	KLF16	KLF2	KLF4	KLF5	KLF7	KLF9	LYL1	MAZ	MZF1	PATZ1	PRDM6	RBAK	RREB1	SALL2	SALL4	SP1	SP2	SP4	SP5	SP7	SP8	SP9	STAT2	TAL1	TCF12	VEZF1	WT1	ZBTB17	ZBTB7A	ZBTB7C	ZFP14	ZFP28	ZFP57	ZFP64	ZFP69B	ZFX	ZFY	ZNF121	ZNF124	ZNF132	ZNF169	ZNF180	ZNF181	ZNF182	ZNF189	ZNF202	ZNF205	ZNF219	ZNF23	ZNF263	ZNF267	ZNF281	ZNF283	ZNF30	ZNF304	ZNF311	ZNF341	ZNF354C	ZNF37A	ZNF384	ZNF394	ZNF398	ZNF436	ZNF441	ZNF444	ZNF467	ZNF484	ZNF513	ZNF527	ZNF530	ZNF543	ZNF548	ZNF557	ZNF566	ZNF571	ZNF596	ZNF613	ZNF658	ZNF682	ZNF71	ZNF766	ZNF77	ZNF770	ZNF774	ZNF776	ZNF786	ZNF823	ZNF84	ZNF846	ZNF860	ZSCAN22	ZSCAN30
chr19_9626790_9627291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2985	0	0	0	0	0	0	0	0	0.992	0	0	0	0	0	0	0	0	0	0	0.253	0	0.151	0	0.5995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6905	0	0	0	0	0	0	0	0	0	0	0.996	0	0	0	0	0	0	0	0	0	0.5455	0.9805	0	0	0	0.993	0.995	0	0	0
chr19_9638568_9639069	0	0	0	0	0.6395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.9985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9685	0	0	0	0	0.1375	0	0	0	0	0	0	0	0	0.4805	0	0	0	0	0	0	0	0	0	0.8245	0	0	0.912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.237	0	0.216	0	0	0	0	0	0
chr19_10852595_10853096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.694	0	0	0	0	0	0	0	0	0.1785	0	0	0	0	0	0.5085	0	0	0	0	0	0.154	0	0	0	0	0	0	0	0.642	0	0	0	0	0	0	0	0.729	0	0	0	0.224	0	0	0	0	0.226	0.614	0	0	0	0.7325	0.7655	0	0	0	0	0	0	0	0.633	0.3075	0.381	0	0	0	0	0	0	0	0.37	0	0	0.7365	0	0	0	0	0.7135	0.7475	0.528	0	0	0	0.1745	0	0.7875	0
chr19_34450137_34450638	0	0	0	0	0.87	0.4985	0	0	0.2025	0.227	0	0.9365	0	0	0	0	0	0	0.9555	0	0.203	0.6125	0.9775	0	0.9785	0	0	1	0	0.994	0	0	0.272	0	0	0	0	0	0.7445	0.3645	0.874	0	0	0	0	0.547	0.814	0.2335	0.8325	0	0	0	0.9905	0	0.9675	0	0	0	0.1795	0	0	0	0.934	0.945	0.982	0	0.998	0	0.9415	0.168	0	0.986	0	0	0	0	0	0.7795	0.334	0	0	0	0	0.3305	0	0.947	0.822	0.9955	0	0	0.8865	0.131	0.682	0	0	0.9805	0	0	0.3285	0	0	0.363	0.2885	0.5955	0
chr19_34476215_34476716	0	0.3225	0.501	0	0	0	0.998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.655	0	0.7105	0	0	0.205	0	0.919	0	0.8775	0	0	0	0	0	0	0	0	0	0	0.1655	0	0	0	0	0.1815	0	0	0	0	0	0.6295	0	0	0	0	0.679	0	0	0.192	0.8665	0.2085	0	0	0.837	0	0.602	0.482	0	0	0.2795	0	0.305	0.4615	0	0	0	0.1135	0.2245	0	0	0	0.57	0.409	0	0	0
chr19_34560742_34561243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.746	0
chr19_34690558_34691059	0	0	0	0	0.9905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2385	0	0.5475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1565	0.986	0	0	0	0	0.9675	0	0	0	0.8385	0.649	0	0	0	0	0	0	0.99	0	0	0	0	0	0	0	0.4605	0	0	0	0	0	0	0	0	0	0	0	0.9975	0	0	0	0	0	0	0	0	0	0	0.9285	0	0	0
chr19_46117155_46117656	0	0	0	0.306	0	0	0	0	0.841	0.8685	0.6295	0	0	0	0	0.71	0.8445	0.4995	0.7365	0	0	0	0	0	0	0	0.691	0	0.971	0	0.558	0	0.404	0	0	0	0	0	0	0.765	0	0	0.7485	0	0	0	0	0	0.4835	0	0	0	0	0	0.3985	0	0	0	0	0	0	0	0	0	0	0.722	0	0.6595	0	0	0.191	0	0	0	0	0	0.6245	0	0	0	0	0	0	0	0.6145	0.796	0	0.2105	0	0	0.7165	0.205	0	0.189	0	0	0	0	0	0	0	0	0	0	0
chr19_46187561_46188062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_48688134_48688635	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.999	0	0	0	1	0	0.921	0	0	0	0	0	0	0	0	0	0	0.273	0.262	0	0.189	0	0	0	0	0	0	0	0	0	0	0	0.9085	0.665	0	0	0	0	0.4625	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.999	0.5635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.962	0	0	0	0	0	0	0	0	0	0	0
chr19_48908130_48908631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.431	0	0	0	0	0	0	0	0	0	0	0	0.725	0	0	0	0	0	0	0	1	0.8185	0	0	0	0	0	0.9995	0	0	0	0	0.294	0.1965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8105	0	0	0	0	0	0	0	0.364	0	0	0	0	0	0	0	0	0.983	0.9485	0	0	0	0	0.665	0.996	0	0	0	0	0	0	0	0
chr2_4365662_4366163	0	0	0	0	0.5045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.671	0	0	0	0	0	0.8505	0	0.1915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.843	0	0	0	0	0.804	0	0	0	0	0	0	0	0	0	0	0	0.3645	0	0	0	0	0	0	0	0.1695	0	0	0	0	0	0.603	0	0	0.369	0	0
chr2_12002865_12003366	0.9935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147	0	0	0.7785	0	0	0	0	0	0	0	0	0	0	0.3495	0	0	0	0	0	0	0	0
chr2_22987112_22987613	0	1	0	0	0.4165	0	0	0.5865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2_23171387_23171888	0	0	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.988	0	0	0	0	0	0.69	0	0	0	0	0	0	0	0	0	0	0.1455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9875	0	0	0	0	0	0	0	0	0	0	0	0	0.7885	0	0	0	0	0	0
chr2_23367308_23367809	0	0	0	0	0.8585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1895	0	0.431	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8475	0	0	0	0.1675	0	0	0	0	0	0	0	0	0	0	0
chr2_29964231_29964732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4525	0	0.2045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.653	0.1535	0	0	0	0	0	0.541	0	0.167	0	0	0	0	0	0	0	0	0.135	0.2565	0.348	0.327	0	0.283	0	0.354	0	0	0	0	0	0	0	0	0	0	0	0	0	0.705	0.468	0.166	0.461	0	0	0	0	0	0	0.25	0	0	0	0.379	0	0	0.305	0	0	0
chr2_48321648_48322149	0	0	0	0	0	0	0	0	0	0	0.2325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1335	0	0	0	0	0.3795	0	0	0	0	0	0	0	0	0	0	0.7325	0	0	0.704	0.3975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.224	0	0	0	0	0	0.5995	0.5955	0	0	0	0	0.1795	0	0	0	0	0.348	0	0	0	0	0	0.616	0	0	0.602	0	0	0	0	0	0	0	0	0	0	0	0	0	0.409	0	0.2305	0
chr2_48322396_48322897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.877	0	0	0	0	0	0	0	0.2885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2_48667461_48667962	0	0	0	0	0	0	0	0.4225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.363	0	0	0	0	0	0	0	0	0	0	0	0.348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8645	0	0	0	0.798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2_83853705_83854206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.801	0	0	0	0	0
chr2_83912599_83913100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1225	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2_92366309_92366810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.626	0	0	0	0	0.6395	0	0	0	0	0	0.2495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3065	0	0	0	0	0	0	0	0.3165	0.32	0.6015	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0.264	0	0	0.321
chr2_103367351_103367852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1545	0	0	0	0	0	0.9655	0	0	0	0	0	0.2865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.726	0.677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2_110072886_110073387	0	0	0	0	0	0	0	0	0.42	0.9605	0	0.6335	0.616	0.326	0.5315	0.44	0.2045	0.5455	0.584	0	0.7605	0	0	0	0	0	0.6915	0	0.4255	0.52	0.182	0	0	0.36	0.2565	0	0	0	0.752	0.1915	0.182	0	0	0	0	0	0	0	0	0	0	0	0.8	0.5605	0.7295	0	0	0	0	0	0.798	0	0	0	0	0.658	0	0.3735	0.1685	0.4045	0.212	0	0	0.261	0	0	0.4365	0	0.2285	0.1235	0	0	0.3995	0	0	0	0.902	0	0	0	0	0	0	0	0	0	0.4755	0	0.3635	0.819	0	0.6415	0	0	0
chr2_110073921_110074422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.655	0	0	0	0	0	0	0	0	0	0.986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2045	0	0	0	0	0	0	0	0	0	0
chr2_113892959_113893460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143	0	0	0	0	0	0	0	0	0	0	0	0.5775	0.733	0.731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5565	0	0	0	0	0	0.4355	0	0.1605	0	0	0	0	0	0	0.253	0	0	0.2165	0	0	0	0	0	0	0	0	0	0	0	0	0	0.528	0	0	0
chr2_125075468_125075969	0	0.5715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.774	0	0.187	0	0	0	0	0	0	0	0.503	0	0	0	0	0	0.283	0	0	0	0	0	0	0	0	0.5565	0	0.3765	0	0.215	0	0.5655	0	0	0	0.136	0	0	0	0	0.587	0	0	0	0.8805	0.166	0	0	0	0.2735	0	0	0	0	0	0.4235	0	0.477	0	0	0	0	0	0.227	0	0	0
chr2_127110924_127111425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.997	0	0	0.15	0	0.3145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2_127665779_127666280	0	0	0.4405	0	0	0.881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.348	0	0	0.3695	0.593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.458	0.117	0	0	0	0	0	0	0	0.7975	0	0	0	0.1855	0	0.3125	0	0	0.615	0	0	0.447	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.658	0	0	0.867	0	0	0	0	0	0	0	0.6565	0	0	0.249	0	0	0.8245	0	0.668	0
chr2_134148973_134149474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5385	0	0	0	0	0	0	0	0	0.966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.553	0	0	0	0	0	0	0	0	0	0	0	0	0.941	0	0	0	0	0	0
chr2_134454954_134455455	0	0	0	0.622	0	0	0	0	0	0.7355	0	0	0	0	0	0	0.7605	0	0.313	0	0	0.597	0.181	0	0	0	0	0	0	0	0	0.672	0	0	0	0	0	0	0.4175	0.866	0	0	0	0	0	0.2285	0	0	0	0	0	0	0	0	0.46	0.212	0	0	0.278	0.5535	0	0	0	0	0.184	0	0	0	0	0.2915	0	0	0	0	0	0	0.502	0	0.3295	0	0	0	0.22	0.2305	0.5055	0	0	0.3105	0	0	0	0	0	0	0	0.197	0	0	0	0	0	0.673	0	0.231	0
chr2_134510843_134511344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.829	0	0	0	0	0	0	0	0.4625	0.481	0	0	0	0	0	0	0	0	0	0
chr2_142566096_142566597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.493	0	0	0	0	0	0	0	0.167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.569	0.4125	0.732	0	0	0	0.715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.562	0	0.306	0
chr2_146578523_146579024	0	0.592	0	0	0	0	0	0	0.399	0.435	0	0	0.3955	0.2025	0.2665	0	0.783	0.6055	0.2055	0	0.27	0.621	0	0	0	0.5475	0.156	0.4505	0.367	0	0.4565	0.118	0.273	0	0.942	0	0	0	0.2945	0.6245	0	0.2465	0	0.259	0	0	0	0	0	0	0	0	0	0.259	0.5675	0	0	0	0	0	0	0	0	0.758	0.482	0	0.2595	0	0.202	0	0	0.347	0	0	0	0	0.525	0	0.5695	0	0.2205	0	0.5355	0	0.359	0	0	0.6645	0	0	0.1355	0	0	0	0	0.3355	0	0	0	0	0	0.4805	0	0	0
chr2_146812406_146812907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.955	0	0	0	0	0	0	0	0	0	0.951	0	0	0	0	0	0	0	0	0	0	0	0.898	0	0.226	0	0	0.421	0	0	0	0	0	0	0
chr2_150588274_150588775	0	0	0	0	0	0.449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.168	0	0	0	0	0	0	0.959	0	0	0	0	0	0	0	0	0	0	0.693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.482	0	0	0.4845	0	0	0	0	0	0	0	0	0	0	0	0	0.2365	0	0	0	0	0.891	0	0.665	0.2005	0	0	0	0	0	0.1855	0	0	0.204	0	0	0	0	0	0	0.7275	0.811	0	0.211	0	0	0.2045	0	0	0
chr2_152262187_152262688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3375	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4855	0	0	0	0	0	0	0	0	0	0	1	0	0	0.4365	0	0	0	0	0.245	0.984	0	0	0	0	0	0	0.4235	0	0	0.995	0.897	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2_153897332_153897833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183	0.6025	0.4095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2_181868883_181869384	0.9975	0	0	0	0	0	1	0	0	0	0.1575	0	0	0	0.7045	0	0	0	0	0	0.974	0	0	0	0	0	1	0	0	0	0	0.7745	0.5895	0	0	0	0	0	0	0.9345	0.487	0	0	0	0	0	0	0	0	0	0	0.804	0	0	0.997	0	0	0	0	0	0	0	0	0	0.9985	0	0	0.9455	0	0	0	0	0	0	0	0	0	0	0	0.892	0	0	0	0.967	0	0	0	1	0	0	0	0	0	0	0	0.952	0	0	0	0.9	0	0	0.1815	0	0
chr20_724791_725292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1845	0	0	0	0	0	0	0	0	0	0	0.1965	0	0	0	0	0	0	0	0	0	0	0.2005	0	0	0	0	0	0	0	0	0.195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.288	0.7435	0	0	0	0	0	0	0	0	0
chr20_740673_741174	0	0.448	0.2785	0	0	0.1755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.237	0	0	0	0	0	0.5565	0	0	0	0	0	0	0	0	0	0	0.304	0	0.188	0	0	0	0	0.9055	0	0	0	0	0	0	0	0	0	0.1955	0	0	0.812	0	0	0	0.7415	0	0.136	0	0	0.641	0	0	0	0.38	0	0	0	0	0	0.703	0.752	0.253	0	0	0	0	0	0.142	0.4215	0	0.2905	0	0	0.2485	0	0	0	0.5325	0.4385	0	0.7995	0	0	0.5355	0	0	0.761
chr20_2117897_2118398	0	0	0	0	0	0	0	0	0	0	0	0.1845	0.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8675	0	0	0	0	0	0	0.193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87	0.418	0	0	0.9965	0.3025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1335	0	0	0	0	0	0	0	0	0.9885	0.138	0	0	0.9725	0	0	0	0	0.7495	0.307
chr20_2269586_2270087	0	0	0	0	0	0	0	0	0	0	0.2655	0	0	0	0.4715	0	0	0	0	0	0	0	0.156	0	0	0	0.128	0	0	0	0	0	0	0	0	0	0.156	0	0.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4785	0	0	0	0.685	0	0	0	0	0	0.2045	0	0	0	0	0	0.217	0.188	0	0	0	0	0	0	0	0	0.6755	0	0	0.661	0	0.5305	0.273	0	0	0
chr20_2762028_2762529	0	0.6205	0.786	0.207	0	0	0	0	0.866	0.9555	0.8115	0.583	0.752	0.8015	0	0.228	0.1605	0.3645	0.7565	0	0.37	0	0	0	0	0	0.8	0.275	0	0	0	0.891	0.3425	0.143	0	0	0	0	0.327	0.523	0.226	0	0.5355	0	0	0.594	0.3835	0.158	0.4905	0	0	0	0.336	0	0.723	0	0	0	0.774	0.698	0.5185	0	0.1695	0	0.6735	0.689	0.535	0.502	0.173	0.61	0	0	0	0	0.3515	0	0.727	0.36	0.4065	0	0	0	0	0.1715	0	0.685	0	0.561	0	0	0	0.5465	0	0	0	0.4865	0	0	0	0	0	0.7585	0	0	0
chr20_3028983_3029484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.825	0	0	0	0.2235	0.295	0	0	0	0	0	0	0	0	0	0	0.2935	0	0	0.772	0	0	0	0.44	0	0	0	0	0	0	0	0	0.5565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4875	0	0	0.3095	0	0	0.159	0	0	0
chr20_3271012_3271513	0	0.578	0.245	0	0	0	0	0	0.3605	0.763	0	0.7645	0.7475	0.879	0	0	0.233	0.714	0.7265	0	0	0	0	0.425	0	0	0	0	0.152	0.77	0.463	0	0.654	0.705	0.4345	0	0	0	0	0.672	0.21	0	0	0	0	0.3765	0	0	0	0.691	0	0	0	0.733	0	0	0.712	0	0	0.7175	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0.3365	0	0.315	0	0.5435	0	0	0.335	0	0	0	0.603	0	0	0.7555	0	0	0	0.151	0	0	0	0	0	0	0.2995	0	0	0	0	0.486
chr20_3320295_3320796	0.451	0.4365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.453	0.413	0	0	0	0.5845	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4665	0	0.477	0	0	0	0	0	0	0	0	0	0	0	0.7005	0	0.121	0	0	0.1755	0	0	0	0	0.7015	0	0.467	0.1285	0	0	0	0.341	0	0	0	0	0	0.599	0	0	0.5835	0	0	0	0	0.7345	0	0.416	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7155	0	0.1535	0.314	0	0
chr20_4329412_4329913	0	0	0	0.3225	0	0	0	0	0.6705	0.8615	0.2875	0	0.204	0.533	0.3815	0	0.5635	0	0.4055	0	0	0.537	0.403	0	0	0.2665	0.462	0.2915	0	0.8235	0	0	0.404	0.391	0	0	0	0	0.7635	0.7825	0.244	0	0.197	0	0	0.1275	0.4765	0	0.2155	0	0	0	0.3485	0	0.326	0	0	0	0	0	0.14	0	0	0	0.3465	0	0	0.293	0.6785	0	0	0	0	0	0	0	0	0.695	0.6155	0	0	0	0	0	0	0.134	0	0.2005	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6745	0	0	0
chr20_4382494_4382995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.631	0	0	0	0	0	0.258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6065	0	0	0	0	0	0.763	0.3685	0.217	0.4465	0	0	0.21	0.1185	0	0	0	0	0	0	0	0.7285	0	0.5585	0	0.693	0	0.5265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2345	0	0	0.475	0	0	0	0	0.321	0	0	0	0	0	0	0.677	0	0	0.7085	0	0	0
chr20_4393186_4393687	0	0	0	0	0	0	0	0	0.4145	0.3585	0.5845	0.6665	0	0.279	0.246	0	0.4495	0.2765	0	0	0.446	0.4085	0.7705	0	0	0	0.2755	0	0	0	0	0	0	0.543	0.2815	0	0	0	0.644	0	0.5475	0	0.6185	0.9595	0	0	0	0	0.547	0	0	0	0	0	0.7585	0	0	0	0	0	0	0.737	0	0.2445	0	0	0	0.372	0	0.422	0	0	0	0	0	0	0	0	0	0	0	0.3925	0	0	0.433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.194	0.67	0	0
